Trial ID,Score,Hyperparameters
0104,0.6240601539611816,"{'num_conv_blocks': 3, 'activation': 'elu', 'use_batch_norm': False, 'num_dense_layers': 3, 'units_per_dense': 256, 'dropout_rate': 0.6000000000000001, 'learning_rate': 0.0008280958300789735, 'optimizer': 'sgd', 'conv_filters_0': 128, 'conv_filters_1': 64, 'conv_filters_2': 32, 'tuner/epochs': 4, 'tuner/initial_epoch': 0, 'tuner/bracket': 2, 'tuner/round': 0}"
0025,0.6090225577354431,"{'num_conv_blocks': 3, 'activation': 'elu', 'use_batch_norm': False, 'num_dense_layers': 3, 'units_per_dense': 320, 'dropout_rate': 0.6000000000000001, 'learning_rate': 0.00015651995376699836, 'optimizer': 'rmsprop', 'conv_filters_0': 32, 'conv_filters_1': 64, 'conv_filters_2': 32, 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0084,0.6090225577354431,"{'num_conv_blocks': 2, 'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 2, 'units_per_dense': 128, 'dropout_rate': 0.5, 'learning_rate': 0.004402704250618613, 'optimizer': 'rmsprop', 'conv_filters_0': 32, 'conv_filters_1': 64, 'conv_filters_2': 32, 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0086,0.5939849615097046,"{'num_conv_blocks': 3, 'activation': 'elu', 'use_batch_norm': False, 'num_dense_layers': 2, 'units_per_dense': 448, 'dropout_rate': 0.6000000000000001, 'learning_rate': 0.0017439212691277952, 'optimizer': 'sgd', 'conv_filters_0': 64, 'conv_filters_1': 64, 'conv_filters_2': 64, 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0088,0.5789473652839661,"{'num_conv_blocks': 2, 'activation': 'elu', 'use_batch_norm': False, 'num_dense_layers': 3, 'units_per_dense': 128, 'dropout_rate': 0.4, 'learning_rate': 0.0008366328647698475, 'optimizer': 'sgd', 'conv_filters_0': 64, 'conv_filters_1': 128, 'conv_filters_2': 64, 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0008,0.5563910007476807,"{'num_conv_blocks': 2, 'activation': 'relu', 'use_batch_norm': False, 'num_dense_layers': 2, 'units_per_dense': 384, 'dropout_rate': 0.6000000000000001, 'learning_rate': 0.001175213995281346, 'optimizer': 'adam', 'conv_filters_0': 32, 'conv_filters_1': 32, 'conv_filters_2': 32, 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0026,0.5563910007476807,"{'num_conv_blocks': 3, 'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 4, 'units_per_dense': 64, 'dropout_rate': 0.5, 'learning_rate': 0.0015434163927946331, 'optimizer': 'adam', 'conv_filters_0': 64, 'conv_filters_1': 64, 'conv_filters_2': 64, 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0037,0.548872172832489,"{'num_conv_blocks': 2, 'activation': 'relu', 'use_batch_norm': False, 'num_dense_layers': 2, 'units_per_dense': 384, 'dropout_rate': 0.6000000000000001, 'learning_rate': 0.001175213995281346, 'optimizer': 'adam', 'conv_filters_0': 32, 'conv_filters_1': 32, 'conv_filters_2': 32, 'tuner/epochs': 4, 'tuner/initial_epoch': 2, 'tuner/bracket': 3, 'tuner/round': 1, 'tuner/trial_id': '0008'}"
0122,0.518796980381012,"{'num_conv_blocks': 3, 'activation': 'elu', 'use_batch_norm': False, 'num_dense_layers': 3, 'units_per_dense': 320, 'dropout_rate': 0.30000000000000004, 'learning_rate': 0.001974525683893352, 'optimizer': 'rmsprop', 'conv_filters_0': 32, 'conv_filters_1': 128, 'conv_filters_2': 32, 'tuner/epochs': 10, 'tuner/initial_epoch': 0, 'tuner/bracket': 1, 'tuner/round': 0}"
0011,0.518796980381012,"{'num_conv_blocks': 3, 'activation': 'elu', 'use_batch_norm': False, 'num_dense_layers': 2, 'units_per_dense': 192, 'dropout_rate': 0.30000000000000004, 'learning_rate': 0.004659438266599129, 'optimizer': 'sgd', 'conv_filters_0': 64, 'conv_filters_1': 128, 'conv_filters_2': 128, 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
