Trial ID,Score,Hyperparameters
0045,1.0,"{'activation': 'relu', 'use_batch_norm': False, 'num_dense_layers': 2, 'units_per_dense': 448, 'dropout_rate': 0.0, 'learning_rate': 0.003768592083025955, 'optimizer': 'adam', 'tuner/epochs': 4, 'tuner/initial_epoch': 2, 'tuner/bracket': 3, 'tuner/round': 1, 'tuner/trial_id': '0010'}"
0047,1.0,"{'activation': 'elu', 'use_batch_norm': False, 'num_dense_layers': 2, 'units_per_dense': 288, 'dropout_rate': 0.2, 'learning_rate': 0.0003047566454213899, 'optimizer': 'rmsprop', 'tuner/epochs': 10, 'tuner/initial_epoch': 4, 'tuner/bracket': 3, 'tuner/round': 2, 'tuner/trial_id': '0035'}"
0048,1.0,"{'activation': 'relu', 'use_batch_norm': False, 'num_dense_layers': 1, 'units_per_dense': 288, 'dropout_rate': 0.25, 'learning_rate': 0.009458590727480821, 'optimizer': 'rmsprop', 'tuner/epochs': 10, 'tuner/initial_epoch': 4, 'tuner/bracket': 3, 'tuner/round': 2, 'tuner/trial_id': '0037'}"
0050,1.0,"{'activation': 'elu', 'use_batch_norm': False, 'num_dense_layers': 2, 'units_per_dense': 288, 'dropout_rate': 0.2, 'learning_rate': 0.0003047566454213899, 'optimizer': 'rmsprop', 'tuner/epochs': 30, 'tuner/initial_epoch': 10, 'tuner/bracket': 3, 'tuner/round': 3, 'tuner/trial_id': '0047'}"
0051,1.0,"{'activation': 'relu', 'use_batch_norm': False, 'num_dense_layers': 1, 'units_per_dense': 288, 'dropout_rate': 0.25, 'learning_rate': 0.009458590727480821, 'optimizer': 'rmsprop', 'tuner/epochs': 30, 'tuner/initial_epoch': 10, 'tuner/bracket': 3, 'tuner/round': 3, 'tuner/trial_id': '0048'}"
0053,1.0,"{'activation': 'relu', 'use_batch_norm': False, 'num_dense_layers': 4, 'units_per_dense': 96, 'dropout_rate': 0.2, 'learning_rate': 0.0015359876270177853, 'optimizer': 'adam', 'tuner/epochs': 4, 'tuner/initial_epoch': 0, 'tuner/bracket': 2, 'tuner/round': 0}"
0060,1.0,"{'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 3, 'units_per_dense': 128, 'dropout_rate': 0.15000000000000002, 'learning_rate': 0.007711862216981024, 'optimizer': 'rmsprop', 'tuner/epochs': 4, 'tuner/initial_epoch': 0, 'tuner/bracket': 2, 'tuner/round': 0}"
0062,1.0,"{'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 2, 'units_per_dense': 480, 'dropout_rate': 0.1, 'learning_rate': 0.0007714302615304885, 'optimizer': 'rmsprop', 'tuner/epochs': 4, 'tuner/initial_epoch': 0, 'tuner/bracket': 2, 'tuner/round': 0}"
0063,1.0,"{'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 1, 'units_per_dense': 416, 'dropout_rate': 0.05, 'learning_rate': 0.0012106145307524464, 'optimizer': 'adam', 'tuner/epochs': 4, 'tuner/initial_epoch': 0, 'tuner/bracket': 2, 'tuner/round': 0}"
0068,1.0,"{'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 3, 'units_per_dense': 128, 'dropout_rate': 0.15000000000000002, 'learning_rate': 0.007711862216981024, 'optimizer': 'rmsprop', 'tuner/epochs': 10, 'tuner/initial_epoch': 4, 'tuner/bracket': 2, 'tuner/round': 1, 'tuner/trial_id': '0060'}"
0069,1.0,"{'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 2, 'units_per_dense': 480, 'dropout_rate': 0.1, 'learning_rate': 0.0007714302615304885, 'optimizer': 'rmsprop', 'tuner/epochs': 10, 'tuner/initial_epoch': 4, 'tuner/bracket': 2, 'tuner/round': 1, 'tuner/trial_id': '0062'}"
0070,1.0,"{'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 1, 'units_per_dense': 416, 'dropout_rate': 0.05, 'learning_rate': 0.0012106145307524464, 'optimizer': 'adam', 'tuner/epochs': 10, 'tuner/initial_epoch': 4, 'tuner/bracket': 2, 'tuner/round': 1, 'tuner/trial_id': '0063'}"
0071,1.0,"{'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 4, 'units_per_dense': 320, 'dropout_rate': 0.25, 'learning_rate': 0.004951440279602691, 'optimizer': 'rmsprop', 'tuner/epochs': 10, 'tuner/initial_epoch': 4, 'tuner/bracket': 2, 'tuner/round': 1, 'tuner/trial_id': '0052'}"
0072,1.0,"{'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 3, 'units_per_dense': 128, 'dropout_rate': 0.15000000000000002, 'learning_rate': 0.007711862216981024, 'optimizer': 'rmsprop', 'tuner/epochs': 30, 'tuner/initial_epoch': 10, 'tuner/bracket': 2, 'tuner/round': 2, 'tuner/trial_id': '0068'}"
0073,1.0,"{'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 2, 'units_per_dense': 480, 'dropout_rate': 0.1, 'learning_rate': 0.0007714302615304885, 'optimizer': 'rmsprop', 'tuner/epochs': 30, 'tuner/initial_epoch': 10, 'tuner/bracket': 2, 'tuner/round': 2, 'tuner/trial_id': '0069'}"
0075,1.0,"{'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 1, 'units_per_dense': 320, 'dropout_rate': 0.25, 'learning_rate': 0.006715083131370706, 'optimizer': 'sgd', 'tuner/epochs': 10, 'tuner/initial_epoch': 0, 'tuner/bracket': 1, 'tuner/round': 0}"
0077,1.0,"{'activation': 'relu', 'use_batch_norm': False, 'num_dense_layers': 2, 'units_per_dense': 416, 'dropout_rate': 0.05, 'learning_rate': 0.00016639903657058024, 'optimizer': 'adam', 'tuner/epochs': 10, 'tuner/initial_epoch': 0, 'tuner/bracket': 1, 'tuner/round': 0}"
0078,1.0,"{'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 3, 'units_per_dense': 352, 'dropout_rate': 0.1, 'learning_rate': 0.0015289905806123777, 'optimizer': 'rmsprop', 'tuner/epochs': 10, 'tuner/initial_epoch': 0, 'tuner/bracket': 1, 'tuner/round': 0}"
0080,1.0,"{'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 2, 'units_per_dense': 416, 'dropout_rate': 0.0, 'learning_rate': 0.002605398610948284, 'optimizer': 'adam', 'tuner/epochs': 10, 'tuner/initial_epoch': 0, 'tuner/bracket': 1, 'tuner/round': 0}"
0081,1.0,"{'activation': 'relu', 'use_batch_norm': False, 'num_dense_layers': 3, 'units_per_dense': 128, 'dropout_rate': 0.15000000000000002, 'learning_rate': 0.0026717627791811426, 'optimizer': 'rmsprop', 'tuner/epochs': 10, 'tuner/initial_epoch': 0, 'tuner/bracket': 1, 'tuner/round': 0}"
0082,1.0,"{'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 1, 'units_per_dense': 320, 'dropout_rate': 0.25, 'learning_rate': 0.006715083131370706, 'optimizer': 'sgd', 'tuner/epochs': 30, 'tuner/initial_epoch': 10, 'tuner/bracket': 1, 'tuner/round': 1, 'tuner/trial_id': '0075'}"
0084,1.0,"{'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 3, 'units_per_dense': 352, 'dropout_rate': 0.1, 'learning_rate': 0.0015289905806123777, 'optimizer': 'rmsprop', 'tuner/epochs': 30, 'tuner/initial_epoch': 10, 'tuner/bracket': 1, 'tuner/round': 1, 'tuner/trial_id': '0078'}"
0086,1.0,"{'activation': 'elu', 'use_batch_norm': False, 'num_dense_layers': 4, 'units_per_dense': 224, 'dropout_rate': 0.0, 'learning_rate': 0.0019361428090391482, 'optimizer': 'sgd', 'tuner/epochs': 30, 'tuner/initial_epoch': 0, 'tuner/bracket': 0, 'tuner/round': 0}"
0087,1.0,"{'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 2, 'units_per_dense': 416, 'dropout_rate': 0.0, 'learning_rate': 0.0003093310737954149, 'optimizer': 'sgd', 'tuner/epochs': 30, 'tuner/initial_epoch': 0, 'tuner/bracket': 0, 'tuner/round': 0}"
0088,1.0,"{'activation': 'elu', 'use_batch_norm': False, 'num_dense_layers': 2, 'units_per_dense': 128, 'dropout_rate': 0.05, 'learning_rate': 0.00023623746207603882, 'optimizer': 'adam', 'tuner/epochs': 30, 'tuner/initial_epoch': 0, 'tuner/bracket': 0, 'tuner/round': 0}"
0089,1.0,"{'activation': 'relu', 'use_batch_norm': False, 'num_dense_layers': 3, 'units_per_dense': 256, 'dropout_rate': 0.2, 'learning_rate': 0.003317836443635753, 'optimizer': 'sgd', 'tuner/epochs': 30, 'tuner/initial_epoch': 0, 'tuner/bracket': 0, 'tuner/round': 0}"
0002,0.9722222089767456,"{'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 3, 'units_per_dense': 416, 'dropout_rate': 0.25, 'learning_rate': 0.0004546471175241252, 'optimizer': 'adam', 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0004,0.9722222089767456,"{'activation': 'relu', 'use_batch_norm': False, 'num_dense_layers': 4, 'units_per_dense': 352, 'dropout_rate': 0.2, 'learning_rate': 0.0005978913398140336, 'optimizer': 'rmsprop', 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0008,0.9722222089767456,"{'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 2, 'units_per_dense': 512, 'dropout_rate': 0.25, 'learning_rate': 0.0001840595675999059, 'optimizer': 'adam', 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0009,0.9722222089767456,"{'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 2, 'units_per_dense': 128, 'dropout_rate': 0.05, 'learning_rate': 0.0003245957373760487, 'optimizer': 'adam', 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0010,0.9722222089767456,"{'activation': 'relu', 'use_batch_norm': False, 'num_dense_layers': 2, 'units_per_dense': 448, 'dropout_rate': 0.0, 'learning_rate': 0.003768592083025955, 'optimizer': 'adam', 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0015,0.9722222089767456,"{'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 1, 'units_per_dense': 256, 'dropout_rate': 0.15000000000000002, 'learning_rate': 0.006032959208812536, 'optimizer': 'rmsprop', 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0016,0.9722222089767456,"{'activation': 'relu', 'use_batch_norm': False, 'num_dense_layers': 3, 'units_per_dense': 512, 'dropout_rate': 0.05, 'learning_rate': 0.0006837682764707972, 'optimizer': 'rmsprop', 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0019,0.9722222089767456,"{'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 2, 'units_per_dense': 32, 'dropout_rate': 0.15000000000000002, 'learning_rate': 0.0074414251315767805, 'optimizer': 'rmsprop', 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0020,0.9722222089767456,"{'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 1, 'units_per_dense': 288, 'dropout_rate': 0.25, 'learning_rate': 0.00046155592162824545, 'optimizer': 'adam', 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0026,0.9722222089767456,"{'activation': 'elu', 'use_batch_norm': False, 'num_dense_layers': 1, 'units_per_dense': 160, 'dropout_rate': 0.05, 'learning_rate': 0.0013549891952599803, 'optimizer': 'adam', 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0027,0.9722222089767456,"{'activation': 'elu', 'use_batch_norm': False, 'num_dense_layers': 4, 'units_per_dense': 512, 'dropout_rate': 0.05, 'learning_rate': 0.0023972664675499912, 'optimizer': 'rmsprop', 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0031,0.9722222089767456,"{'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 3, 'units_per_dense': 224, 'dropout_rate': 0.05, 'learning_rate': 0.0051059346908493425, 'optimizer': 'rmsprop', 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0036,0.9722222089767456,"{'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 4, 'units_per_dense': 448, 'dropout_rate': 0.0, 'learning_rate': 0.0027492898886607555, 'optimizer': 'adam', 'tuner/epochs': 4, 'tuner/initial_epoch': 2, 'tuner/bracket': 3, 'tuner/round': 1, 'tuner/trial_id': '0021'}"
0042,0.9722222089767456,"{'activation': 'relu', 'use_batch_norm': False, 'num_dense_layers': 4, 'units_per_dense': 352, 'dropout_rate': 0.2, 'learning_rate': 0.0005978913398140336, 'optimizer': 'rmsprop', 'tuner/epochs': 4, 'tuner/initial_epoch': 2, 'tuner/bracket': 3, 'tuner/round': 1, 'tuner/trial_id': '0004'}"
0046,0.9722222089767456,"{'activation': 'relu', 'use_batch_norm': False, 'num_dense_layers': 2, 'units_per_dense': 192, 'dropout_rate': 0.25, 'learning_rate': 0.004299211781488068, 'optimizer': 'adam', 'tuner/epochs': 10, 'tuner/initial_epoch': 4, 'tuner/bracket': 3, 'tuner/round': 2, 'tuner/trial_id': '0034'}"
0049,0.9722222089767456,"{'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 2, 'units_per_dense': 384, 'dropout_rate': 0.0, 'learning_rate': 0.00019071203207567507, 'optimizer': 'rmsprop', 'tuner/epochs': 10, 'tuner/initial_epoch': 4, 'tuner/bracket': 3, 'tuner/round': 2, 'tuner/trial_id': '0038'}"
0052,0.9722222089767456,"{'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 4, 'units_per_dense': 320, 'dropout_rate': 0.25, 'learning_rate': 0.004951440279602691, 'optimizer': 'rmsprop', 'tuner/epochs': 4, 'tuner/initial_epoch': 0, 'tuner/bracket': 2, 'tuner/round': 0}"
0055,0.9722222089767456,"{'activation': 'relu', 'use_batch_norm': True, 'num_dense_layers': 3, 'units_per_dense': 320, 'dropout_rate': 0.25, 'learning_rate': 0.0023502267630575342, 'optimizer': 'rmsprop', 'tuner/epochs': 4, 'tuner/initial_epoch': 0, 'tuner/bracket': 2, 'tuner/round': 0}"
0056,0.9722222089767456,"{'activation': 'relu', 'use_batch_norm': False, 'num_dense_layers': 2, 'units_per_dense': 320, 'dropout_rate': 0.0, 'learning_rate': 0.008607891267222294, 'optimizer': 'adam', 'tuner/epochs': 4, 'tuner/initial_epoch': 0, 'tuner/bracket': 2, 'tuner/round': 0}"
0057,0.9722222089767456,"{'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 2, 'units_per_dense': 128, 'dropout_rate': 0.0, 'learning_rate': 0.004389542789450444, 'optimizer': 'sgd', 'tuner/epochs': 4, 'tuner/initial_epoch': 0, 'tuner/bracket': 2, 'tuner/round': 0}"
0059,0.9722222089767456,"{'activation': 'elu', 'use_batch_norm': False, 'num_dense_layers': 2, 'units_per_dense': 192, 'dropout_rate': 0.05, 'learning_rate': 0.002727646483522594, 'optimizer': 'adam', 'tuner/epochs': 4, 'tuner/initial_epoch': 0, 'tuner/bracket': 2, 'tuner/round': 0}"
0061,0.9722222089767456,"{'activation': 'relu', 'use_batch_norm': False, 'num_dense_layers': 3, 'units_per_dense': 96, 'dropout_rate': 0.15000000000000002, 'learning_rate': 0.0005123956732217533, 'optimizer': 'rmsprop', 'tuner/epochs': 4, 'tuner/initial_epoch': 0, 'tuner/bracket': 2, 'tuner/round': 0}"
0065,0.9722222089767456,"{'activation': 'relu', 'use_batch_norm': True, 'num_dense_layers': 3, 'units_per_dense': 384, 'dropout_rate': 0.0, 'learning_rate': 0.00033953905488271456, 'optimizer': 'adam', 'tuner/epochs': 4, 'tuner/initial_epoch': 0, 'tuner/bracket': 2, 'tuner/round': 0}"
0066,0.9722222089767456,"{'activation': 'relu', 'use_batch_norm': False, 'num_dense_layers': 4, 'units_per_dense': 352, 'dropout_rate': 0.25, 'learning_rate': 0.0005716024863895304, 'optimizer': 'adam', 'tuner/epochs': 4, 'tuner/initial_epoch': 0, 'tuner/bracket': 2, 'tuner/round': 0}"
0067,0.9722222089767456,"{'activation': 'relu', 'use_batch_norm': False, 'num_dense_layers': 4, 'units_per_dense': 96, 'dropout_rate': 0.2, 'learning_rate': 0.0015359876270177853, 'optimizer': 'adam', 'tuner/epochs': 10, 'tuner/initial_epoch': 4, 'tuner/bracket': 2, 'tuner/round': 1, 'tuner/trial_id': '0053'}"
0083,0.9722222089767456,"{'activation': 'relu', 'use_batch_norm': False, 'num_dense_layers': 2, 'units_per_dense': 416, 'dropout_rate': 0.05, 'learning_rate': 0.00016639903657058024, 'optimizer': 'adam', 'tuner/epochs': 30, 'tuner/initial_epoch': 10, 'tuner/bracket': 1, 'tuner/round': 1, 'tuner/trial_id': '0077'}"
0001,0.9444444179534912,"{'activation': 'relu', 'use_batch_norm': False, 'num_dense_layers': 4, 'units_per_dense': 64, 'dropout_rate': 0.1, 'learning_rate': 0.007476903660508061, 'optimizer': 'rmsprop', 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0003,0.9444444179534912,"{'activation': 'relu', 'use_batch_norm': True, 'num_dense_layers': 2, 'units_per_dense': 512, 'dropout_rate': 0.15000000000000002, 'learning_rate': 0.0021971656107059785, 'optimizer': 'adam', 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0013,0.9444444179534912,"{'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 3, 'units_per_dense': 64, 'dropout_rate': 0.25, 'learning_rate': 0.0007999550401225116, 'optimizer': 'adam', 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0017,0.9444444179534912,"{'activation': 'elu', 'use_batch_norm': False, 'num_dense_layers': 2, 'units_per_dense': 64, 'dropout_rate': 0.15000000000000002, 'learning_rate': 0.0003905971785546966, 'optimizer': 'rmsprop', 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0064,0.9444444179534912,"{'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 2, 'units_per_dense': 96, 'dropout_rate': 0.05, 'learning_rate': 0.00012093749375642885, 'optimizer': 'adam', 'tuner/epochs': 4, 'tuner/initial_epoch': 0, 'tuner/bracket': 2, 'tuner/round': 0}"
0074,0.9444444179534912,"{'activation': 'elu', 'use_batch_norm': False, 'num_dense_layers': 1, 'units_per_dense': 128, 'dropout_rate': 0.2, 'learning_rate': 0.00017951154199797646, 'optimizer': 'adam', 'tuner/epochs': 10, 'tuner/initial_epoch': 0, 'tuner/bracket': 1, 'tuner/round': 0}"
0012,0.9166666865348816,"{'activation': 'relu', 'use_batch_norm': True, 'num_dense_layers': 4, 'units_per_dense': 512, 'dropout_rate': 0.0, 'learning_rate': 0.006006969118465886, 'optimizer': 'sgd', 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0076,0.9166666865348816,"{'activation': 'relu', 'use_batch_norm': False, 'num_dense_layers': 4, 'units_per_dense': 96, 'dropout_rate': 0.2, 'learning_rate': 0.00636090437638163, 'optimizer': 'sgd', 'tuner/epochs': 10, 'tuner/initial_epoch': 0, 'tuner/bracket': 1, 'tuner/round': 0}"
0085,0.8888888955116272,"{'activation': 'elu', 'use_batch_norm': False, 'num_dense_layers': 2, 'units_per_dense': 384, 'dropout_rate': 0.05, 'learning_rate': 0.0001889097124100821, 'optimizer': 'sgd', 'tuner/epochs': 30, 'tuner/initial_epoch': 0, 'tuner/bracket': 0, 'tuner/round': 0}"
0011,0.8611111044883728,"{'activation': 'elu', 'use_batch_norm': False, 'num_dense_layers': 3, 'units_per_dense': 448, 'dropout_rate': 0.05, 'learning_rate': 0.0011843198685147023, 'optimizer': 'sgd', 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0023,0.8611111044883728,"{'activation': 'relu', 'use_batch_norm': True, 'num_dense_layers': 4, 'units_per_dense': 64, 'dropout_rate': 0.0, 'learning_rate': 0.003776783176468784, 'optimizer': 'rmsprop', 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0079,0.75,"{'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 2, 'units_per_dense': 192, 'dropout_rate': 0.15000000000000002, 'learning_rate': 0.00017076822487633532, 'optimizer': 'sgd', 'tuner/epochs': 10, 'tuner/initial_epoch': 0, 'tuner/bracket': 1, 'tuner/round': 0}"
0032,0.6944444179534912,"{'activation': 'relu', 'use_batch_norm': True, 'num_dense_layers': 3, 'units_per_dense': 160, 'dropout_rate': 0.25, 'learning_rate': 0.003314403406327545, 'optimizer': 'sgd', 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0000,0.6666666865348816,"{'activation': 'relu', 'use_batch_norm': True, 'num_dense_layers': 1, 'units_per_dense': 224, 'dropout_rate': 0.05, 'learning_rate': 0.0006929802948655483, 'optimizer': 'sgd', 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0029,0.6388888955116272,"{'activation': 'relu', 'use_batch_norm': True, 'num_dense_layers': 4, 'units_per_dense': 128, 'dropout_rate': 0.2, 'learning_rate': 0.00012205845150866462, 'optimizer': 'rmsprop', 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0024,0.6111111044883728,"{'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 1, 'units_per_dense': 32, 'dropout_rate': 0.25, 'learning_rate': 0.0001194639466704474, 'optimizer': 'adam', 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
